"regulatoryGene"	"targetGene"	"weight"
"ENSG00000176716"	"NXNL2"	0.0029932680811627
"ADH5"	"SMIM28"	0.00299249969336413
"HOXD10"	"ZNF687"	0.00299189289619795
"NHLH2"	"ECHS1"	0.00298806441956541
"SMIM28"	"TENM3"	0.00298789161795916
"TMIGD2"	"SIK1B"	0.00298405903553908
"SPRY3"	"LINC01410"	0.0029802793945779
"MYL3"	"ENSG00000235449"	0.00297739143445945
"TMEM17"	"POU6F2"	0.00297702395761287
"ENSG00000277351"	"UBC"	0.00297438623581154
"MYL3"	"MGLL"	0.00297266187841236
"ODF3L1"	"HIST1H1E"	0.00297031333769082
"HSD17B7"	"ENSG00000253347"	0.00296873982332945
"DGAT1"	"MEG9"	0.00296771567096155
"GRIN3A"	"BCAT1"	0.00296679262367594
"GRIN3A"	"SLCO3A1"	0.00296558276820697
"POU6F2"	"ASB12"	0.00296316733855917
"ENSG00000197099"	"ENSG00000278543"	0.00296204023943007
"SLC10A3"	"CRYAB"	0.00295889501063117
"AMIGO2"	"ENSG00000248663"	0.00295587492009196
"ENSG00000236411"	"ENSG00000253347"	0.00295553321263753
"EVX2"	"NOL10"	0.00295426280325416
"ENSG00000219881"	"HS3ST5"	0.00295271319879864
"MYL3"	"COL4A1"	0.00295198403484112
"EFNB2"	"NHLH2"	0.00295148013026761
"ENSG00000197099"	"ENSG00000274718"	0.00294715422361257
"MEG9"	"NUP107"	0.00294351052579164
"ENSG00000215388"	"NHLH2"	0.00294282781079091
"ENSG00000240898"	"ENSG00000274383"	0.00294209126777991
"RPS4X"	"AMIGO2"	0.00293637166034166
"EVX2"	"GAS2L1P2"	0.00293615264293895
"HIST1H1E"	"HIST1H1B"	0.00293411641665275
"QPCT"	"POU6F2"	0.00293373049798859
"SMIM15"	"POU6F2"	0.00293373049798859
"LINC02458"	"POU6F2"	0.00293373049798859
"RNH1"	"MYL3"	0.00293282103884192
"CRYAB"	"FHL5"	0.00293237379211431
"GPR173"	"ENSG00000280727"	0.00293216734190561
"ENSG00000214093"	"HIST1H1E"	0.00293151394391558
"AMIGO2"	"ENSG00000272576"	0.00293056798471117
"AK5"	"HS3ST5"	0.00292890178220214
"LINC01410"	"MRPL10"	0.00292739461980213
"RRP7A"	"PRSS12"	0.00292461366709885
"EDIL3"	"PCDHB10"	0.00292281217514981
"ENSG00000197099"	"SOX11"	0.00292280955916592
"AMIGO2"	"KCNN1"	0.00292017672758843
